,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1926011,2015,5,3,7,EV,4234,N15983,ORD,MLI,1255,1249.0,-6.0,13.0,1302.0,56.0,47.0,30.0,139,1332.0,4.0,1351,1336.0,-15.0,0,0,,,,,,
455482,2015,1,30,5,AS,616,N459AS,SEA,LAS,1855,1934.0,39.0,15.0,1949.0,133.0,141.0,118.0,867,2147.0,8.0,2108,2155.0,47.0,0,0,,8.0,0.0,0.0,39.0,0.0
4103321,2015,9,13,7,UA,1975,N47414,SAN,IAD,640,647.0,7.0,21.0,708.0,300.0,290.0,260.0,2253,1428.0,9.0,1440,1437.0,-3.0,0,0,,,,,,
2635134,2015,6,15,1,US,651,N924US,SLC,PHX,2020,2030.0,10.0,19.0,2049.0,99.0,96.0,71.0,507,2100.0,6.0,2059,2106.0,7.0,0,0,,,,,,
1175376,2015,3,18,3,US,1931,N763US,BUF,CLT,610,607.0,-3.0,11.0,618.0,124.0,108.0,88.0,546,746.0,9.0,814,755.0,-19.0,0,0,,,,,,
958304,2015,3,4,3,DL,1717,N332NB,SLC,SAN,1652,1647.0,-5.0,14.0,1701.0,107.0,102.0,84.0,626,1725.0,4.0,1739,1729.0,-10.0,0,0,,,,,,
2051797,2015,5,11,1,OO,5639,N727SK,LAX,MSP,909,905.0,-4.0,27.0,932.0,224.0,211.0,179.0,1535,1431.0,5.0,1453,1436.0,-17.0,0,0,,,,,,
9131,2015,1,1,4,WN,954,N918WN,DEN,IND,1610,1655.0,45.0,21.0,1716.0,135.0,136.0,110.0,977,2106.0,5.0,2025,2111.0,46.0,0,0,,1.0,0.0,13.0,32.0,0.0
3161245,2015,7,17,5,AS,475,N618AS,LAX,SEA,1015,1005.0,-10.0,20.0,1025.0,155.0,159.0,130.0,954,1235.0,9.0,1250,1244.0,-6.0,0,0,,,,,,
5704711,2015,12,24,4,OO,4807,N602XJ,SLC,HLN,1100,1140.0,40.0,26.0,1206.0,98.0,86.0,58.0,402,1304.0,2.0,1238,1306.0,28.0,0,0,,0.0,0.0,28.0,0.0,0.0
252648,2015,1,17,6,WN,3738,N352SW,BNA,FLL,1125,1127.0,2.0,8.0,1135.0,135.0,117.0,104.0,793,1419.0,5.0,1440,1424.0,-16.0,0,0,,,,,,
4257740,2015,9,22,2,AA,856,N821AW,CLT,DCA,1940,1956.0,16.0,16.0,2012.0,77.0,74.0,52.0,331,2104.0,6.0,2057,2110.0,13.0,0,0,,,,,,
4963870,2015,11,6,5,WN,137,N942WN,PHX,SEA,1600,1652.0,52.0,5.0,1657.0,190.0,169.0,153.0,1107,1830.0,11.0,1810,1841.0,31.0,0,0,,0.0,0.0,1.0,30.0,0.0
3475373,2015,8,4,2,UA,1746,N34222,LIH,SFO,2045,2043.0,-2.0,12.0,2055.0,314.0,284.0,263.0,2447,418.0,9.0,459,427.0,-32.0,0,0,,,,,,
5069735,2015,11,13,5,AA,1160,N590AA,RDU,ORD,1121,1116.0,-5.0,16.0,1132.0,142.0,136.0,110.0,646,1222.0,10.0,1243,1232.0,-11.0,0,0,,,,,,
3710204,2015,8,18,2,AA,1744,N952UW,PHL,DTW,2100,2119.0,19.0,45.0,2204.0,110.0,121.0,69.0,453,2313.0,7.0,2250,2320.0,30.0,0,0,,11.0,0.0,0.0,19.0,0.0
5355442,2015,12,1,2,UA,1583,N78438,LAS,EWR,2221,2218.0,-3.0,13.0,2231.0,286.0,277.0,254.0,2227,545.0,10.0,607,555.0,-12.0,0,0,,,,,,
3897459,2015,8,30,7,AA,683,N657AW,PHX,EWR,1520,1515.0,-5.0,15.0,1530.0,284.0,289.0,268.0,2133,2258.0,6.0,2304,2304.0,0.0,0,0,,,,,,
3879095,2015,8,29,6,B6,2115,N229JB,DCA,JAX,1005,959.0,-6.0,10.0,1009.0,121.0,111.0,97.0,634,1146.0,4.0,1206,1150.0,-16.0,0,0,,,,,,
1822023,2015,4,26,7,B6,624,N945JB,LAX,JFK,2345,2344.0,-1.0,31.0,15.0,315.0,353.0,314.0,2475,829.0,8.0,800,837.0,37.0,0,0,,37.0,0.0,0.0,0.0,0.0
4924675,2015,11,4,3,HA,41,N389HA,SFO,OGG,955,947.0,-8.0,17.0,1004.0,335.0,316.0,291.0,2338,1255.0,8.0,1330,1303.0,-27.0,0,0,,,,,,
3099591,2015,7,13,1,OO,3447,N217AG,ONT,SEA,1745,1729.0,-16.0,17.0,1746.0,158.0,154.0,129.0,956,1955.0,8.0,2023,2003.0,-20.0,0,0,,,,,,
1036121,2015,3,9,1,EV,5923,N18120,DEN,ISN,1426,1423.0,-3.0,11.0,1434.0,111.0,105.0,86.0,576,1700.0,8.0,1717,1708.0,-9.0,0,0,,,,,,
135860,2015,1,9,5,WN,1722,N910WN,OAK,LAS,1520,1523.0,3.0,7.0,1530.0,80.0,82.0,69.0,407,1639.0,6.0,1640,1645.0,5.0,0,0,,,,,,
732405,2015,2,18,3,UA,205,N852UA,DEN,ATL,955,957.0,2.0,16.0,1013.0,173.0,157.0,136.0,1199,1429.0,5.0,1448,1434.0,-14.0,0,0,,,,,,
1182847,2015,3,18,3,OO,5403,N789SK,ORD,PAH,1325,1323.0,-2.0,24.0,1347.0,86.0,82.0,55.0,342,1442.0,3.0,1451,1445.0,-6.0,0,0,,,,,,
26952,2015,1,2,5,WN,1055,N711HK,MDW,SJC,1800,1805.0,5.0,7.0,1812.0,285.0,264.0,253.0,1838,2025.0,4.0,2045,2029.0,-16.0,0,0,,,,,,
1453498,2015,4,3,5,WN,1001,N7701B,SAN,DEN,2150,2159.0,9.0,8.0,2207.0,135.0,113.0,99.0,853,46.0,6.0,105,52.0,-13.0,0,0,,,,,,
3575379,2015,8,10,1,WN,268,N611SW,GSP,BWI,1925,1930.0,5.0,9.0,1939.0,90.0,89.0,72.0,426,2051.0,8.0,2055,2059.0,4.0,0,0,,,,,,
760318,2015,2,19,4,NK,788,N502NK,LAS,DTW,2313,2311.0,-2.0,14.0,2325.0,232.0,227.0,190.0,1749,535.0,23.0,605,558.0,-7.0,0,0,,,,,,
4209182,2015,9,19,6,AA,1748,N205UW,MCO,PHL,1725,1718.0,-7.0,12.0,1730.0,145.0,135.0,117.0,861,1927.0,6.0,1950,1933.0,-17.0,0,0,,,,,,
5103845,2015,11,15,7,HA,9,N389HA,LAX,HNL,1705,1655.0,-10.0,14.0,1709.0,355.0,353.0,325.0,2556,2034.0,14.0,2100,2048.0,-12.0,0,0,,,,,,
1404963,2015,4,1,3,WN,2244,N523SW,MAF,DAL,645,635.0,-10.0,8.0,643.0,65.0,67.0,55.0,319,738.0,4.0,750,742.0,-8.0,0,0,,,,,,
951382,2015,3,4,3,US,646,N675AW,PHX,BOS,959,953.0,-6.0,26.0,1019.0,295.0,262.0,228.0,2300,1607.0,8.0,1654,1615.0,-39.0,0,0,,,,,,
2824081,2015,6,26,5,UA,426,N482UA,DEN,PDX,2217,2221.0,4.0,10.0,2231.0,156.0,152.0,128.0,991,2339.0,14.0,2353,2353.0,0.0,0,0,,,,,,
3879113,2015,8,29,6,WN,1132,N211WN,OKC,DAL,1005,1002.0,-3.0,11.0,1013.0,50.0,49.0,34.0,181,1047.0,4.0,1055,1051.0,-4.0,0,0,,,,,,
1796452,2015,4,25,6,OO,5293,N913SW,MAF,DEN,930,927.0,-3.0,13.0,940.0,113.0,103.0,80.0,563,1000.0,10.0,1023,1010.0,-13.0,0,0,,,,,,
5686913,2015,12,23,3,EV,4197,N28529,IAH,LRD,907,903.0,-4.0,11.0,914.0,82.0,69.0,54.0,301,1008.0,4.0,1029,1012.0,-17.0,0,0,,,,,,
2634248,2015,6,15,1,AA,1212,N454AA,MCO,DFW,1929,1919.0,-10.0,17.0,1936.0,165.0,165.0,140.0,985,2056.0,8.0,2114,2104.0,-10.0,0,0,,,,,,
1163367,2015,3,17,2,WN,256,N493WN,ATL,PHL,1025,1024.0,-1.0,8.0,1032.0,130.0,104.0,90.0,666,1202.0,6.0,1235,1208.0,-27.0,0,0,,,,,,
1209621,2015,3,20,5,DL,1941,N904DL,MHT,ATL,645,643.0,-2.0,11.0,654.0,185.0,185.0,158.0,952,932.0,16.0,950,948.0,-2.0,0,0,,,,,,
5035733,2015,11,11,3,MQ,3531,N820MQ,SDF,ORD,1020,1012.0,-8.0,15.0,1027.0,95.0,88.0,59.0,286,1026.0,14.0,1055,1040.0,-15.0,0,0,,,,,,
4123314,2015,9,14,1,DL,1521,N929DL,DAY,ATL,1021,1021.0,0.0,19.0,1040.0,99.0,94.0,68.0,432,1148.0,7.0,1200,1155.0,-5.0,0,0,,,,,,
2619182,2015,6,14,7,UA,1925,N64809,SFO,IAD,2230,2237.0,7.0,21.0,2258.0,316.0,301.0,272.0,2419,630.0,8.0,646,638.0,-8.0,0,0,,,,,,
3534153,2015,8,8,6,HA,41,N383HA,SFO,OGG,1030,1025.0,-5.0,14.0,1039.0,315.0,333.0,311.0,2338,1250.0,8.0,1245,1258.0,13.0,0,0,,,,,,
2784874,2015,6,24,3,EV,5141,N166PQ,HPN,ATL,1726,,,,,142.0,,,780,,,1948,,,0,1,A,,,,,
1212616,2015,3,20,5,WN,2150,N379SW,HRL,HOU,930,928.0,-2.0,8.0,936.0,60.0,57.0,43.0,277,1019.0,6.0,1030,1025.0,-5.0,0,0,,,,,,
1489639,2015,4,6,1,DL,1754,N349NW,SLC,PDX,1120,1117.0,-3.0,16.0,1133.0,115.0,109.0,90.0,630,1203.0,3.0,1215,1206.0,-9.0,0,0,,,,,,
4852202,2015,10,30,5,OO,2925,N498CA,13930,12278,1324,1318.0,-6.0,13.0,1331.0,120.0,125.0,99.0,588,1510.0,13.0,1524,1523.0,-1.0,0,0,,,,,,
2344993,2015,5,29,5,EV,5113,N883AS,DHN,ATL,1059,1053.0,-6.0,12.0,1105.0,59.0,51.0,31.0,170,1236.0,8.0,1258,1244.0,-14.0,0,0,,,,,,
4031342,2015,9,8,2,DL,1303,N915DE,DFW,DTW,910,907.0,-3.0,21.0,928.0,162.0,165.0,138.0,986,1246.0,6.0,1252,1252.0,0.0,0,0,,,,,,
3642780,2015,8,14,5,WN,243,N784SW,LAX,LAS,1810,1900.0,50.0,12.0,1912.0,65.0,88.0,46.0,236,1958.0,30.0,1915,2028.0,73.0,0,0,,23.0,0.0,0.0,0.0,50.0
3325030,2015,7,27,1,WN,4577,N621SW,TUL,PHX,645,639.0,-6.0,10.0,649.0,150.0,144.0,127.0,935,656.0,7.0,715,703.0,-12.0,0,0,,,,,,
3149413,2015,7,16,4,MQ,3188,N505MQ,ORD,CLE,1544,1544.0,0.0,17.0,1601.0,79.0,68.0,48.0,315,1749.0,3.0,1803,1752.0,-11.0,0,0,,,,,,
4615882,2015,10,15,4,EV,2793,N626AE,11298,15624,1331,1328.0,-3.0,32.0,1400.0,116.0,127.0,87.0,641,1527.0,8.0,1527,1535.0,8.0,0,0,,,,,,
1113183,2015,3,14,6,WN,2724,N207WN,MCO,BOS,800,758.0,-2.0,10.0,808.0,175.0,165.0,148.0,1121,1036.0,7.0,1055,1043.0,-12.0,0,0,,,,,,
2025114,2015,5,9,6,OO,5245,N753SK,BHM,DEN,1233,1222.0,-11.0,14.0,1236.0,177.0,177.0,155.0,1083,1411.0,8.0,1430,1419.0,-11.0,0,0,,,,,,
562187,2015,2,7,6,UA,706,N498UA,SEA,SFO,545,706.0,81.0,22.0,728.0,137.0,132.0,107.0,679,915.0,3.0,802,918.0,76.0,0,0,,0.0,0.0,76.0,0.0,0.0
1815045,2015,4,26,7,US,716,N712US,CLT,PHL,1450,1449.0,-1.0,25.0,1514.0,103.0,98.0,69.0,449,1623.0,4.0,1633,1627.0,-6.0,0,0,,,,,,
3963034,2015,9,3,4,OO,4856,N825SK,LAX,OAK,1435,1438.0,3.0,24.0,1502.0,86.0,82.0,53.0,337,1555.0,5.0,1601,1600.0,-1.0,0,0,,,,,,
875469,2015,2,27,5,EV,5029,N176PQ,ATL,GSO,1050,1052.0,2.0,15.0,1107.0,72.0,65.0,48.0,306,1155.0,2.0,1202,1157.0,-5.0,0,0,,,,,,
165631,2015,1,11,7,WN,4918,N925WN,IAD,LAS,1755,2120.0,205.0,8.0,2128.0,320.0,300.0,287.0,2065,2315.0,5.0,2015,2320.0,185.0,0,0,,0.0,0.0,0.0,185.0,0.0
5305888,2015,11,29,7,WN,1358,N724SW,LAX,HOU,550,552.0,2.0,15.0,607.0,195.0,171.0,152.0,1390,1039.0,4.0,1105,1043.0,-22.0,0,0,,,,,,
2238443,2015,5,22,5,EV,5442,N881AS,AEX,ATL,1407,1411.0,4.0,32.0,1443.0,99.0,116.0,74.0,500,1657.0,10.0,1646,1707.0,21.0,0,0,,17.0,0.0,4.0,0.0,0.0
1098147,2015,3,13,5,EV,4232,N13992,CLE,ORD,935,930.0,-5.0,11.0,941.0,86.0,80.0,58.0,315,939.0,11.0,1001,950.0,-11.0,0,0,,,,,,
1334005,2015,3,27,5,DL,1732,N349NB,CLE,ATL,1625,1738.0,73.0,14.0,1752.0,113.0,107.0,85.0,554,1917.0,8.0,1818,1925.0,67.0,0,0,,0.0,0.0,10.0,57.0,0.0
5180259,2015,11,20,5,DL,1685,N808DN,LGA,MCO,1115,1113.0,-2.0,64.0,1217.0,185.0,199.0,129.0,950,1426.0,6.0,1420,1432.0,12.0,0,0,,,,,,
5692569,2015,12,23,3,DL,2476,N315NB,LGA,PBI,1500,1507.0,7.0,24.0,1531.0,196.0,180.0,152.0,1035,1803.0,4.0,1816,1807.0,-9.0,0,0,,,,,,
1816415,2015,4,26,7,DL,1525,N910DN,ATL,BWI,1610,1607.0,-3.0,15.0,1622.0,116.0,96.0,76.0,577,1738.0,5.0,1806,1743.0,-23.0,0,0,,,,,,
601957,2015,2,9,1,WN,880,N7713A,SJC,LAX,1810,1810.0,0.0,11.0,1821.0,80.0,69.0,52.0,308,1913.0,6.0,1930,1919.0,-11.0,0,0,,,,,,
1202450,2015,3,19,4,US,553,N650AW,PHX,FLL,1615,1626.0,11.0,8.0,1634.0,247.0,239.0,227.0,1972,2321.0,4.0,2322,2325.0,3.0,0,0,,,,,,
424389,2015,1,28,3,OO,7403,N445SW,MSP,HIB,1952,1949.0,-3.0,80.0,2109.0,69.0,117.0,33.0,174,2142.0,4.0,2101,2146.0,45.0,0,0,,45.0,0.0,0.0,0.0,0.0
4779078,2015,10,25,7,DL,1106,N960AT,10397,12191,2104,2100.0,-4.0,20.0,2120.0,139.0,133.0,107.0,696,2207.0,6.0,2223,2213.0,-10.0,0,0,,,,,,
3507999,2015,8,6,4,EV,2619,N906EV,TXK,DFW,1830,1823.0,-7.0,8.0,1831.0,58.0,61.0,35.0,181,1906.0,18.0,1928,1924.0,-4.0,0,0,,,,,,
978261,2015,3,5,4,UA,1506,N36444,LAX,SFO,2027,2022.0,-5.0,18.0,2040.0,85.0,74.0,51.0,337,2131.0,5.0,2152,2136.0,-16.0,0,0,,,,,,
2690971,2015,6,19,5,DL,1618,N627DL,MCO,ATL,720,830.0,70.0,15.0,845.0,104.0,81.0,58.0,404,943.0,8.0,904,951.0,47.0,0,0,,0.0,0.0,47.0,0.0,0.0
1838571,2015,4,27,1,US,898,N157UW,SFO,CLT,2220,2216.0,-4.0,14.0,2230.0,296.0,298.0,281.0,2296,611.0,3.0,616,614.0,-2.0,0,0,,,,,,
4944265,2015,11,5,4,WN,2180,N615SW,BWI,DAY,1300,1324.0,24.0,15.0,1339.0,95.0,82.0,62.0,406,1441.0,5.0,1435,1446.0,11.0,0,0,,,,,,
4246575,2015,9,22,2,DL,558,N901DE,BNA,ATL,800,757.0,-3.0,26.0,823.0,75.0,75.0,42.0,214,1005.0,7.0,1015,1012.0,-3.0,0,0,,,,,,
225110,2015,1,15,4,UA,395,N404UA,LGA,IAH,1452,1447.0,-5.0,18.0,1505.0,257.0,236.0,213.0,1416,1738.0,5.0,1809,1743.0,-26.0,0,0,,,,,,
1743946,2015,4,22,3,OO,7401,N308SW,VEL,SLC,658,652.0,-6.0,4.0,656.0,52.0,45.0,38.0,132,734.0,3.0,750,737.0,-13.0,0,0,,,,,,
2517226,2015,6,8,1,WN,4824,N735SA,LAX,SFO,2020,2013.0,-7.0,26.0,2039.0,75.0,80.0,49.0,337,2128.0,5.0,2135,2133.0,-2.0,0,0,,,,,,
753760,2015,2,19,4,EV,4768,N14117,SDF,ORD,1459,1449.0,-10.0,15.0,1504.0,90.0,83.0,60.0,287,1504.0,8.0,1529,1512.0,-17.0,0,0,,,,,,
3629460,2015,8,14,5,EV,5362,N936EV,SHV,ATL,530,527.0,-3.0,18.0,545.0,101.0,107.0,80.0,551,805.0,9.0,811,814.0,3.0,0,0,,,,,,
3399807,2015,7,31,5,B6,265,N584JB,SMF,LGB,1149,1259.0,70.0,11.0,1310.0,80.0,81.0,66.0,387,1416.0,4.0,1309,1420.0,71.0,0,0,,1.0,0.0,0.0,70.0,0.0
2578992,2015,6,12,5,OO,4728,N823SK,MFR,SLC,1315,1314.0,-1.0,10.0,1324.0,105.0,97.0,79.0,575,1543.0,8.0,1600,1551.0,-9.0,0,0,,,,,,
3170574,2015,7,17,5,UA,1744,N67846,IAH,SEA,1920,1930.0,10.0,25.0,1955.0,270.0,272.0,235.0,1874,2150.0,12.0,2150,2202.0,12.0,0,0,,,,,,
2773413,2015,6,24,3,US,1894,N715UW,PBI,PHL,620,616.0,-4.0,14.0,630.0,157.0,162.0,143.0,951,853.0,5.0,857,858.0,1.0,0,0,,,,,,
4565700,2015,10,12,1,OO,4728,N8965E,13264,14869,1222,1210.0,-12.0,11.0,1221.0,106.0,102.0,85.0,575,1446.0,6.0,1508,1452.0,-16.0,0,0,,,,,,
2719658,2015,6,20,6,AA,1049,N3AKAA,BWI,MIA,2020,5.0,225.0,15.0,20.0,163.0,149.0,129.0,946,229.0,5.0,2303,234.0,211.0,0,0,,0.0,0.0,205.0,6.0,0.0
810442,2015,2,23,1,OO,4579,N781CA,CID,DTW,1041,1139.0,58.0,8.0,1147.0,94.0,80.0,67.0,430,1354.0,5.0,1315,1359.0,44.0,0,0,,0.0,0.0,0.0,44.0,0.0
3719336,2015,8,19,3,OO,4728,N822SK,MFR,SLC,1315,1259.0,-16.0,6.0,1305.0,105.0,84.0,73.0,575,1518.0,5.0,1600,1523.0,-37.0,0,0,,,,,,
5585017,2015,12,16,3,B6,1472,N662JB,FLL,LGA,2012,2009.0,-3.0,23.0,2032.0,168.0,170.0,141.0,1076,2253.0,6.0,2300,2259.0,-1.0,0,0,,,,,,
2888372,2015,6,30,2,UA,449,N461UA,EWR,SAT,2053,2325.0,152.0,31.0,2356.0,246.0,229.0,195.0,1569,211.0,3.0,2359,214.0,135.0,0,0,,0.0,0.0,36.0,99.0,0.0
5085939,2015,11,14,6,AA,2194,N586AA,DFW,PSP,1210,1208.0,-2.0,20.0,1228.0,190.0,188.0,162.0,1126,1310.0,6.0,1320,1316.0,-4.0,0,0,,,,,,
1461008,2015,4,4,6,OO,5573,N930EV,BIS,DEN,1307,1250.0,-17.0,8.0,1258.0,102.0,96.0,81.0,516,1319.0,7.0,1349,1326.0,-23.0,0,0,,,,,,
5714550,2015,12,25,5,DL,326,N3761R,SJU,JFK,800,753.0,-7.0,11.0,804.0,241.0,218.0,197.0,1598,1021.0,10.0,1101,1031.0,-30.0,0,0,,,,,,
1279200,2015,3,24,2,WN,505,N780SW,LAS,SLC,1150,1147.0,-3.0,15.0,1202.0,75.0,75.0,54.0,368,1356.0,6.0,1405,1402.0,-3.0,0,0,,,,,,
1757447,2015,4,22,3,B6,454,N905JB,PBI,JFK,2012,2055.0,43.0,11.0,2106.0,163.0,157.0,138.0,1028,2324.0,8.0,2255,2332.0,37.0,0,0,,0.0,0.0,12.0,25.0,0.0
3543715,2015,8,8,6,AS,70,N778AS,JNU,SIT,2223,2254.0,31.0,11.0,2305.0,36.0,38.0,24.0,95,2329.0,3.0,2259,2332.0,33.0,0,0,,2.0,0.0,31.0,0.0,0.0
4067402,2015,9,10,4,OO,7416,N443SW,MSP,RHI,1420,1415.0,-5.0,12.0,1427.0,62.0,52.0,34.0,190,1501.0,6.0,1522,1507.0,-15.0,0,0,,,,,,
978396,2015,3,5,4,EV,4370,N14998,EWR,CHS,2039,,,,,132.0,,,628,,,2251,,,0,1,C,,,,,
1845470,2015,4,28,2,WN,2591,N707SA,PHX,SMF,1150,1149.0,-1.0,10.0,1159.0,115.0,109.0,93.0,647,1332.0,6.0,1345,1338.0,-7.0,0,0,,,,,,
1236321,2015,3,21,6,OO,4662,N820SK,TUL,SLC,1742,1741.0,-1.0,14.0,1755.0,161.0,147.0,128.0,926,1903.0,5.0,1923,1908.0,-15.0,0,0,,,,,,
5367673,2015,12,2,3,EV,5562,N228PQ,TVC,DTW,1740,1742.0,2.0,14.0,1756.0,63.0,66.0,45.0,207,1841.0,7.0,1843,1848.0,5.0,0,0,,,,,,
82974,2015,1,6,2,AA,1010,N3EAAA,DFW,PBI,920,916.0,-4.0,12.0,928.0,154.0,147.0,131.0,1102,1239.0,4.0,1254,1243.0,-11.0,0,0,,,,,,
4156018,2015,9,16,3,HA,144,N493HA,LIH,HNL,1117,1115.0,-2.0,6.0,1121.0,35.0,40.0,21.0,102,1142.0,13.0,1152,1155.0,3.0,0,0,,,,,,
5168611,2015,11,19,4,DL,74,N995DL,MSY,ATL,1615,1614.0,-1.0,10.0,1624.0,89.0,78.0,59.0,425,1823.0,9.0,1844,1832.0,-12.0,0,0,,,,,,
2517880,2015,6,8,1,OO,2874,N863AS,LAX,SMF,2115,2111.0,-4.0,12.0,2123.0,84.0,82.0,65.0,373,2228.0,5.0,2239,2233.0,-6.0,0,0,,,,,,
4998868,2015,11,9,1,OO,6324,N728SK,ONT,DEN,600,558.0,-2.0,10.0,608.0,135.0,121.0,103.0,819,851.0,8.0,915,859.0,-16.0,0,0,,,,,,
401471,2015,1,27,2,OO,5427,N583SW,SMF,SFO,1152,1645.0,293.0,6.0,1651.0,53.0,39.0,28.0,86,1719.0,5.0,1245,1724.0,279.0,0,0,,0.0,0.0,251.0,28.0,0.0
5764778,2015,12,28,1,WN,3214,N728SW,BWI,BOS,1250,1350.0,60.0,13.0,1403.0,80.0,75.0,52.0,369,1455.0,10.0,1410,1505.0,55.0,0,0,,0.0,0.0,55.0,0.0,0.0
93796,2015,1,6,2,WN,2168,N7735A,BUR,OAK,2110,2106.0,-4.0,7.0,2113.0,70.0,62.0,49.0,325,2202.0,6.0,2220,2208.0,-12.0,0,0,,,,,,
5100229,2015,11,15,7,AA,103,N4XBAA,SJC,DFW,1329,1327.0,-2.0,13.0,1340.0,216.0,236.0,177.0,1438,1837.0,46.0,1905,1923.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
4740117,2015,10,23,5,B6,160,N373JB,14100,10721,1015,1010.0,-5.0,27.0,1037.0,78.0,83.0,50.0,280,1127.0,6.0,1133,1133.0,0.0,0,0,,,,,,
1413294,2015,4,1,3,WN,749,N285WN,ISP,RSW,1455,1448.0,-7.0,9.0,1457.0,190.0,165.0,151.0,1101,1728.0,5.0,1805,1733.0,-32.0,0,0,,,,,,
2049852,2015,5,11,1,US,1902,N737US,MCO,DCA,720,714.0,-6.0,13.0,727.0,126.0,138.0,120.0,759,927.0,5.0,926,932.0,6.0,0,0,,,,,,
3460888,2015,8,4,2,WN,3060,N8644C,SEA,MDW,635,635.0,0.0,19.0,654.0,235.0,238.0,213.0,1733,1227.0,6.0,1230,1233.0,3.0,0,0,,,,,,
1692816,2015,4,18,6,OO,7419,N454SW,MSP,ABR,2145,2141.0,-4.0,12.0,2153.0,73.0,56.0,40.0,257,2233.0,4.0,2258,2237.0,-21.0,0,0,,,,,,
4929674,2015,11,4,3,DL,459,N394DA,JFK,LAS,1459,1459.0,0.0,25.0,1524.0,363.0,351.0,317.0,2248,1741.0,9.0,1802,1750.0,-12.0,0,0,,,,,,
1185198,2015,3,18,3,OO,4790,N813SK,PDX,SEA,1545,1543.0,-2.0,7.0,1550.0,50.0,45.0,32.0,129,1622.0,6.0,1635,1628.0,-7.0,0,0,,,,,,
5607212,2015,12,18,5,WN,1281,N483WN,SFO,SAN,915,1216.0,181.0,21.0,1237.0,90.0,88.0,64.0,447,1341.0,3.0,1045,1344.0,179.0,0,0,,0.0,0.0,0.0,179.0,0.0
2986474,2015,7,7,2,OO,6489,N756SK,COS,IAH,619,618.0,-1.0,17.0,635.0,135.0,137.0,110.0,809,925.0,10.0,934,935.0,1.0,0,0,,,,,,
788470,2015,2,21,6,AA,102,N354AA,HNL,DFW,1930,1922.0,-8.0,17.0,1939.0,444.0,436.0,415.0,3784,634.0,4.0,654,638.0,-16.0,0,0,,,,,,
597372,2015,2,9,1,US,1713,N163US,SFO,PHL,1340,1402.0,22.0,19.0,1421.0,311.0,289.0,261.0,2521,2142.0,9.0,2151,2151.0,0.0,0,0,,,,,,
5491838,2015,12,10,4,UA,2040,N75436,MCO,IAH,1820,1828.0,8.0,12.0,1840.0,154.0,137.0,118.0,854,1938.0,7.0,1954,1945.0,-9.0,0,0,,,,,,
1833523,2015,4,27,1,OO,4560,N161PQ,PHX,SLC,1630,1622.0,-8.0,15.0,1637.0,99.0,99.0,79.0,507,1856.0,5.0,1909,1901.0,-8.0,0,0,,,,,,
2198207,2015,5,20,3,F9,735,N935FR,ATL,CVG,810,804.0,-6.0,13.0,817.0,85.0,77.0,58.0,373,915.0,6.0,935,921.0,-14.0,0,0,,,,,,
3832172,2015,8,26,3,MQ,3581,N1EAMQ,RDU,LGA,1248,1250.0,2.0,28.0,1318.0,102.0,114.0,61.0,431,1419.0,25.0,1430,1444.0,14.0,0,0,,,,,,
2293845,2015,5,26,2,US,663,N901AW,PHX,KOA,1030,1036.0,6.0,26.0,1102.0,392.0,404.0,372.0,2860,1414.0,6.0,1402,1420.0,18.0,0,0,,12.0,0.0,6.0,0.0,0.0
1443721,2015,4,3,5,AA,2255,N564AA,MCO,DFW,1129,1121.0,-8.0,13.0,1134.0,176.0,170.0,150.0,985,1304.0,7.0,1325,1311.0,-14.0,0,0,,,,,,
5113511,2015,11,16,1,DL,1177,N965DN,ATL,RDU,1005,1005.0,0.0,16.0,1021.0,83.0,75.0,55.0,356,1116.0,4.0,1128,1120.0,-8.0,0,0,,,,,,
904780,2015,3,1,7,EV,4489,N14105,HOB,IAH,1156,1202.0,6.0,12.0,1214.0,98.0,88.0,68.0,501,1422.0,8.0,1434,1430.0,-4.0,0,0,,,,,,
4349430,2015,9,28,1,VX,193,N636VA,EWR,SFO,1729,1727.0,-2.0,20.0,1747.0,386.0,372.0,347.0,2565,2034.0,5.0,2055,2039.0,-16.0,0,0,,,,,,
587932,2015,2,8,7,US,419,N673AW,PHL,LAS,2030,2027.0,-3.0,17.0,2044.0,332.0,326.0,302.0,2176,2246.0,7.0,2302,2253.0,-9.0,0,0,,,,,,
3939381,2015,9,2,3,OO,6421,N110SY,STL,SFO,730,730.0,0.0,22.0,752.0,270.0,267.0,236.0,1735,948.0,9.0,1000,957.0,-3.0,0,0,,,,,,
