,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_CODE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT_CODE,DESTINATION_AIRPORT_CODE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,AIRLINE,AIRPORT_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
206627,2015,1,14,3,OO,5439,N221SW,SFO,CEC,1200,1237.0,37.0,11.0,1248.0,97.0,80.0,64.0,304,1352.0,5.0,1337,1357.0,20.0,0,0,,0.0,0.0,0.0,20.0,0.0,Skywest Airlines Inc.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
2905271,2015,7,1,3,WN,844,N8640D,LAS,SMF,2055,2128.0,33.0,10.0,2138.0,85.0,72.0,58.0,397,2236.0,4.0,2220,2240.0,20.0,0,0,,0.0,0.0,5.0,15.0,0.0,Southwest Airlines Co.,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
3390278,2015,7,30,4,UA,306,N813UA,BWI,DEN,1933,1941.0,8.0,10.0,1951.0,232.0,226.0,211.0,1491,2122.0,5.0,2125,2127.0,2.0,0,0,,,,,,,United Air Lines Inc.,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
4767226,2015,10,25,7,EV,2771,N673AE,11298,14814,845,837.0,-8.0,12.0,849.0,60.0,57.0,41.0,190,930.0,4.0,945,934.0,-11.0,0,0,,,,,,,Atlantic Southeast Airlines,,,,,,,
3541048,2015,8,8,6,DL,2396,N912DN,RSW,ATL,1813,1802.0,-11.0,16.0,1818.0,112.0,114.0,86.0,515,1944.0,12.0,2005,1956.0,-9.0,0,0,,,,,,,Delta Air Lines Inc.,RSW,Southwest Florida International Airport,Ft. Myers,FL,USA,26.536170000000002,-81.75516999999999
5751512,2015,12,27,7,B6,1392,N637JB,TPA,BOS,1630,1629.0,-1.0,14.0,1643.0,174.0,168.0,151.0,1185,1914.0,3.0,1924,1917.0,-7.0,0,0,,,,,,,JetBlue Airways,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
4007248,2015,9,6,7,AA,343,N3MCAA,LGA,ORD,1555,1625.0,30.0,11.0,1636.0,168.0,126.0,103.0,733,1719.0,12.0,1743,1731.0,-12.0,0,0,,,,,,,American Airlines Inc.,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
4188330,2015,9,18,5,AA,2339,N4XSAA,DEN,ORD,1050,1109.0,19.0,29.0,1138.0,146.0,163.0,119.0,888,1437.0,15.0,1416,1452.0,36.0,0,0,,17.0,0.0,0.0,19.0,0.0,American Airlines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
3873818,2015,8,28,5,WN,2924,N488WN,MDW,DCA,2055,2046.0,-9.0,9.0,2055.0,105.0,92.0,79.0,601,2314.0,4.0,2340,2318.0,-22.0,0,0,,,,,,,Southwest Airlines Co.,MDW,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
1762668,2015,4,23,4,B6,1109,N273JB,BOS,JAX,845,916.0,31.0,32.0,948.0,179.0,193.0,144.0,1010,1212.0,17.0,1144,1229.0,45.0,0,0,,14.0,0.0,31.0,0.0,0.0,JetBlue Airways,BOS,Gen. Edward Lawrence Logan International Airport,Boston,MA,USA,42.36435,-71.00518000000001
1701037,2015,4,19,7,UA,746,N426UA,LGA,IAH,1341,1337.0,-4.0,14.0,1351.0,239.0,230.0,207.0,1416,1618.0,9.0,1640,1627.0,-13.0,0,0,,,,,,,United Air Lines Inc.,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
188587,2015,1,13,2,EV,4981,N840AS,DTW,EVV,905,903.0,-2.0,30.0,933.0,91.0,93.0,60.0,363,933.0,3.0,936,936.0,0.0,0,0,,,,,,,Atlantic Southeast Airlines,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
3078997,2015,7,12,7,AA,1179,N575AA,MSY,DFW,1445,1505.0,20.0,16.0,1521.0,95.0,88.0,65.0,447,1626.0,7.0,1620,1633.0,13.0,0,0,,,,,,,American Airlines Inc.,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
1309585,2015,3,26,4,VX,474,N522VA,LAX,LAS,900,900.0,0.0,18.0,918.0,65.0,68.0,39.0,236,957.0,11.0,1005,1008.0,3.0,0,0,,,,,,,Virgin America,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
5344077,2015,12,1,2,WN,545,N964WN,ECP,BNA,935,932.0,-3.0,7.0,939.0,80.0,88.0,61.0,401,1040.0,20.0,1055,1100.0,5.0,0,0,,,,,,,Southwest Airlines Co.,ECP,Northwest Florida Beaches International Airport,Panama City,FL,USA,,
2784563,2015,6,24,3,OO,7373,N454SW,CPR,SLC,1706,1701.0,-5.0,9.0,1710.0,82.0,73.0,59.0,320,1809.0,5.0,1828,1814.0,-14.0,0,0,,,,,,,Skywest Airlines Inc.,CPR,Natrona County International Airport,Casper,WY,USA,42.908359999999995,-106.46446999999999
1249111,2015,3,22,7,WN,780,N636WN,ATL,TPA,1525,1540.0,15.0,11.0,1551.0,90.0,72.0,58.0,406,1649.0,3.0,1655,1652.0,-3.0,0,0,,,,,,,Southwest Airlines Co.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
715760,2015,2,17,2,UA,1409,N76502,GRR,DEN,915,1000.0,45.0,26.0,1026.0,185.0,177.0,140.0,1015,1046.0,11.0,1020,1057.0,37.0,0,0,,0.0,0.0,37.0,0.0,0.0,United Air Lines Inc.,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88082,-85.52277
3490986,2015,8,5,3,UA,1232,N77261,LAX,HNL,1855,1856.0,1.0,21.0,1917.0,349.0,356.0,329.0,2556,2146.0,6.0,2144,2152.0,8.0,0,0,,,,,,,United Air Lines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
2390629,2015,6,1,1,F9,1001,N208FR,PHL,MIA,1000,1004.0,4.0,54.0,1058.0,170.0,199.0,140.0,1013,1318.0,5.0,1250,1323.0,33.0,0,0,,29.0,0.0,4.0,0.0,0.0,Frontier Airlines Inc.,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
1254096,2015,3,22,7,AS,457,N618AS,LAX,SEA,2025,2025.0,0.0,25.0,2050.0,165.0,157.0,128.0,954,2258.0,4.0,2310,2302.0,-8.0,0,0,,,,,,,Alaska Airlines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
3733947,2015,8,20,4,WN,262,N748SW,DAL,ABQ,1105,1123.0,18.0,9.0,1132.0,105.0,104.0,89.0,580,1201.0,6.0,1150,1207.0,17.0,0,0,,0.0,0.0,17.0,0.0,0.0,Southwest Airlines Co.,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
2036848,2015,5,10,7,DL,1428,N697DL,LGA,ATL,1059,1056.0,-3.0,14.0,1110.0,159.0,131.0,109.0,762,1259.0,8.0,1338,1307.0,-31.0,0,0,,,,,,,Delta Air Lines Inc.,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
4048078,2015,9,9,3,F9,574,N931FR,SLC,DEN,1010,1005.0,-5.0,13.0,1018.0,86.0,77.0,58.0,391,1116.0,6.0,1136,1122.0,-14.0,0,0,,,,,,,Frontier Airlines Inc.,SLC,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999
2653437,2015,6,16,2,OO,4625,N692CA,MSP,GTF,2200,2326.0,86.0,17.0,2343.0,156.0,145.0,123.0,887,46.0,5.0,2336,51.0,75.0,0,0,,0.0,0.0,0.0,75.0,0.0,Skywest Airlines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
5402451,2015,12,4,5,OO,7386,N988CA,DTW,ESC,2005,2001.0,-4.0,22.0,2023.0,89.0,77.0,50.0,306,2113.0,5.0,2134,2118.0,-16.0,0,0,,,,,,,Skywest Airlines Inc.,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
768051,2015,2,20,5,UA,239,N482UA,IAH,RSW,1250,1313.0,23.0,24.0,1337.0,140.0,122.0,95.0,861,1612.0,3.0,1610,1615.0,5.0,0,0,,,,,,,United Air Lines Inc.,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
2151550,2015,5,17,7,WN,894,N926WN,DAL,MDW,1200,1210.0,10.0,12.0,1222.0,130.0,120.0,97.0,793,1359.0,11.0,1410,1410.0,0.0,0,0,,,,,,,Southwest Airlines Co.,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
4168458,2015,9,17,4,OO,6369,N709SK,TUS,SFO,735,728.0,-7.0,16.0,744.0,135.0,137.0,116.0,751,940.0,5.0,950,945.0,-5.0,0,0,,,,,,,Skywest Airlines Inc.,TUS,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103
5391668,2015,12,4,5,WN,1151,N429WN,LGA,MKE,905,855.0,-10.0,26.0,921.0,160.0,135.0,103.0,738,1004.0,6.0,1045,1010.0,-35.0,0,0,,,,,,,Southwest Airlines Co.,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
4615983,2015,10,15,4,DL,2349,N959DL,10397,13244,1340,1344.0,4.0,15.0,1359.0,86.0,75.0,55.0,332,1354.0,5.0,1406,1359.0,-7.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
2203243,2015,5,20,3,OO,6476,N108SY,AUS,SFO,1308,1350.0,42.0,32.0,1422.0,249.0,244.0,204.0,1504,1546.0,8.0,1517,1554.0,37.0,0,0,,33.0,0.0,0.0,4.0,0.0,Skywest Airlines Inc.,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66986999999999
4587593,2015,10,13,2,DL,1158,N327NW,13204,14869,1759,1754.0,-5.0,12.0,1806.0,294.0,271.0,254.0,1931,2020.0,5.0,2053,2025.0,-28.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4561391,2015,10,12,1,DL,2175,N3772H,12478,13487,815,814.0,-1.0,36.0,850.0,184.0,190.0,147.0,1029,1017.0,7.0,1019,1024.0,5.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
3451122,2015,8,3,1,AA,2303,N499AA,ORD,DEN,1354,1351.0,-3.0,17.0,1408.0,162.0,145.0,120.0,888,1508.0,8.0,1536,1516.0,-20.0,0,0,,,,,,,American Airlines Inc.,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
2638782,2015,6,16,2,EV,4434,N14203,MCI,EWR,701,657.0,-4.0,14.0,711.0,169.0,174.0,144.0,1092,1035.0,16.0,1050,1051.0,1.0,0,0,,,,,,,Atlantic Southeast Airlines,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
2524573,2015,6,9,2,WN,4841,N8327A,FLL,MDW,1035,1028.0,-7.0,15.0,1043.0,190.0,187.0,165.0,1167,1228.0,7.0,1245,1235.0,-10.0,0,0,,,,,,,Southwest Airlines Co.,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
1200363,2015,3,19,4,WN,4642,N417WN,SAN,HOU,1405,1404.0,-1.0,12.0,1416.0,180.0,177.0,159.0,1313,1855.0,6.0,1905,1901.0,-4.0,0,0,,,,,,,Southwest Airlines Co.,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
853780,2015,2,26,4,EV,4149,N13994,FNT,ORD,600,601.0,1.0,38.0,639.0,67.0,114.0,50.0,223,629.0,26.0,607,655.0,48.0,0,0,,47.0,0.0,1.0,0.0,0.0,Atlantic Southeast Airlines,FNT,Bishop International Airport,Flint,MI,USA,42.9655,-83.74346
4958544,2015,11,6,5,OO,3485,N224AG,SAN,SLC,1040,1030.0,-10.0,17.0,1047.0,124.0,114.0,92.0,626,1319.0,5.0,1344,1324.0,-20.0,0,0,,,,,,,Skywest Airlines Inc.,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
952788,2015,3,4,3,UA,1220,N76517,DEN,SEA,1117,1315.0,118.0,13.0,1328.0,178.0,171.0,150.0,1024,1458.0,8.0,1315,1506.0,111.0,0,0,,28.0,0.0,0.0,83.0,0.0,United Air Lines Inc.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
3224308,2015,7,21,2,EV,2603,N675AE,DFW,MSN,700,824.0,84.0,13.0,837.0,135.0,140.0,120.0,821,1037.0,7.0,915,1044.0,89.0,0,0,,5.0,0.0,84.0,0.0,0.0,Atlantic Southeast Airlines,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4851131,2015,10,30,5,DL,1642,N959DL,15304,13487,1214,1211.0,-3.0,12.0,1223.0,207.0,216.0,192.0,1306,1435.0,12.0,1441,1447.0,6.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
3168535,2015,7,17,5,WN,2336,N472WN,MCO,MKE,1725,1738.0,13.0,22.0,1800.0,170.0,179.0,152.0,1066,1932.0,5.0,1915,1937.0,22.0,0,0,,9.0,0.0,0.0,0.0,13.0,Southwest Airlines Co.,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
4141054,2015,9,15,2,DL,1736,N907DA,DTW,ATL,1205,1206.0,1.0,15.0,1221.0,128.0,111.0,88.0,594,1349.0,8.0,1413,1357.0,-16.0,0,0,,,,,,,Delta Air Lines Inc.,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
600486,2015,2,9,1,EV,4357,N15572,EWR,CMH,1650,,,,,115.0,,,463,,,1845,,,0,1,B,,,,,,Atlantic Southeast Airlines,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
2617103,2015,6,14,7,DL,342,N968DL,MCO,JFK,1945,2034.0,49.0,20.0,2054.0,177.0,199.0,148.0,944,2322.0,31.0,2242,2353.0,71.0,0,0,,57.0,0.0,5.0,9.0,0.0,Delta Air Lines Inc.,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
4522744,2015,10,9,5,OO,6232,N140SY,11775,13930,1443,1457.0,14.0,10.0,1507.0,92.0,93.0,66.0,462,1613.0,17.0,1615,1630.0,15.0,0,0,,1.0,0.0,0.0,14.0,0.0,Skywest Airlines Inc.,,,,,,,
2164235,2015,5,18,1,US,784,N573UW,FLL,PHL,755,752.0,-3.0,12.0,804.0,158.0,154.0,135.0,992,1019.0,7.0,1033,1026.0,-7.0,0,0,,,,,,,US Airways Inc.,FLL,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275
4441700,2015,10,4,7,OO,5206,N796SK,14683,14771,1600,1556.0,-4.0,10.0,1606.0,228.0,202.0,189.0,1482,1715.0,3.0,1748,1718.0,-30.0,0,0,,,,,,,Skywest Airlines Inc.,,,,,,,
1600579,2015,4,13,1,EV,4087,N14204,EWR,IND,910,1232.0,202.0,10.0,1242.0,142.0,117.0,99.0,645,1421.0,8.0,1132,1429.0,177.0,0,0,,177.0,0.0,0.0,0.0,0.0,Atlantic Southeast Airlines,EWR,Newark Liberty International Airport,Newark,NJ,USA,40.6925,-74.16866
1539192,2015,4,9,4,WN,1091,N8602F,MCO,MHT,1100,1104.0,4.0,9.0,1113.0,170.0,167.0,153.0,1142,1346.0,5.0,1350,1351.0,1.0,0,0,,,,,,,Southwest Airlines Co.,MCO,Orlando International Airport,Orlando,FL,USA,28.428890000000003,-81.31603
1605602,2015,4,13,1,EV,4177,N21129,XNA,IAH,1410,1409.0,-1.0,16.0,1425.0,103.0,101.0,75.0,438,1540.0,10.0,1553,1550.0,-3.0,0,0,,,,,,,Atlantic Southeast Airlines,XNA,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.28187,-94.30681
1754647,2015,4,22,3,WN,2453,N904WN,LAS,SNA,1725,1722.0,-3.0,8.0,1730.0,60.0,52.0,41.0,226,1811.0,3.0,1825,1814.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
921694,2015,3,2,1,HA,364,N480HA,HNL,OGG,1233,1222.0,-11.0,13.0,1235.0,39.0,39.0,21.0,100,1256.0,5.0,1312,1301.0,-11.0,0,0,,,,,,,Hawaiian Airlines Inc.,HNL,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
5496832,2015,12,11,5,DL,1707,N951AT,ATW,MSP,700,653.0,-7.0,8.0,701.0,82.0,56.0,44.0,236,745.0,4.0,822,749.0,-33.0,0,0,,,,,,,Delta Air Lines Inc.,ATW,Appleton International Airport,Appleton,WI,USA,44.25741,-88.51948
1420466,2015,4,2,4,WN,4728,N708SW,DEN,PHX,530,528.0,-2.0,11.0,539.0,125.0,117.0,102.0,602,621.0,4.0,635,625.0,-10.0,0,0,,,,,,,Southwest Airlines Co.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4749840,2015,10,23,5,AA,1464,N555AA,11298,15370,1959,,,,,66.0,,,237,,,2105,,,0,1,B,,,,,,American Airlines Inc.,,,,,,,
255267,2015,1,17,6,AA,1357,N630AA,SJU,JFK,1435,1426.0,-9.0,20.0,1446.0,260.0,259.0,226.0,1598,1732.0,13.0,1755,1745.0,-10.0,0,0,,,,,,,American Airlines Inc.,SJU,Luis Muñoz Marín International Airport,San Juan,PR,USA,18.439420000000002,-66.00183
505426,2015,2,3,2,US,1836,N580UW,PHX,LAS,1135,1200.0,25.0,17.0,1217.0,76.0,67.0,44.0,255,1201.0,6.0,1151,1207.0,16.0,0,0,,0.0,0.0,5.0,11.0,0.0,US Airways Inc.,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001
3781946,2015,8,23,7,WN,3181,N915WN,BDL,TPA,1235,1229.0,-6.0,10.0,1239.0,180.0,165.0,150.0,1111,1509.0,5.0,1535,1514.0,-21.0,0,0,,,,,,,Southwest Airlines Co.,BDL,Bradley International Airport,Windsor Locks,CT,USA,41.93887,-72.68323000000001
5635694,2015,12,20,7,DL,1558,N392DA,TPA,LAX,638,704.0,26.0,12.0,716.0,327.0,318.0,291.0,2158,907.0,15.0,905,922.0,17.0,0,0,,0.0,0.0,11.0,6.0,0.0,Delta Air Lines Inc.,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
4624020,2015,10,15,4,DL,1769,N814DN,10397,13204,2306,2303.0,-3.0,15.0,2318.0,84.0,78.0,58.0,404,16.0,5.0,30,21.0,-9.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
4743852,2015,10,23,5,DL,2071,N925DL,12953,13495,1400,1412.0,12.0,54.0,1506.0,213.0,212.0,154.0,1183,1640.0,4.0,1633,1644.0,11.0,0,0,,,,,,,Delta Air Lines Inc.,,,,,,,
3883813,2015,8,29,6,AA,414,N711UW,MCI,CLT,1530,1524.0,-6.0,8.0,1532.0,134.0,133.0,109.0,808,1821.0,16.0,1844,1837.0,-7.0,0,0,,,,,,,American Airlines Inc.,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
2393637,2015,6,1,1,WN,4186,N917WN,SFO,SNA,1255,1339.0,44.0,11.0,1350.0,85.0,76.0,61.0,372,1451.0,4.0,1420,1455.0,35.0,0,0,,0.0,0.0,1.0,34.0,0.0,Southwest Airlines Co.,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
3192907,2015,7,19,7,WN,677,N8649A,PHX,PHL,1005,1033.0,28.0,15.0,1048.0,280.0,303.0,280.0,2075,1828.0,8.0,1745,1836.0,51.0,0,0,,51.0,0.0,0.0,0.0,0.0,Southwest Airlines Co.,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001
819043,2015,2,23,1,DL,2604,N1402A,RSW,ATL,1911,1912.0,1.0,13.0,1925.0,114.0,116.0,90.0,515,2055.0,13.0,2105,2108.0,3.0,0,0,,,,,,,Delta Air Lines Inc.,RSW,Southwest Florida International Airport,Ft. Myers,FL,USA,26.536170000000002,-81.75516999999999
5339871,2015,12,1,2,AS,108,N419AS,ANC,SEA,45,54.0,9.0,11.0,105.0,201.0,204.0,185.0,1448,510.0,8.0,506,518.0,12.0,0,0,,,,,,,Alaska Airlines Inc.,ANC,Ted Stevens Anchorage International Airport,Anchorage,AK,USA,61.174319999999994,-149.99618999999998
4086734,2015,9,11,5,HA,9,N384HA,LAX,HNL,1800,1752.0,-8.0,14.0,1806.0,360.0,345.0,326.0,2556,2032.0,5.0,2100,2037.0,-23.0,0,0,,,,,,,Hawaiian Airlines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
5304269,2015,11,28,6,EV,6182,N16919,LNK,ORD,2126,2117.0,-9.0,8.0,2125.0,99.0,83.0,70.0,466,2235.0,5.0,2305,2240.0,-25.0,0,0,,,,,,,Atlantic Southeast Airlines,LNK,Lincoln Airport (Lincoln Municipal),Lincoln,NE,USA,40.850970000000004,-96.75925
4882359,2015,11,1,7,DL,2161,N925DN,ATL,PHL,1640,1706.0,26.0,15.0,1721.0,128.0,115.0,86.0,666,1847.0,14.0,1848,1901.0,13.0,0,0,,,,,,,Delta Air Lines Inc.,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4261250,2015,9,23,3,AA,1608,N3FRAA,PDX,DFW,705,701.0,-4.0,21.0,722.0,231.0,225.0,191.0,1616,1233.0,13.0,1256,1246.0,-10.0,0,0,,,,,,,American Airlines Inc.,PDX,Portland International Airport,Portland,OR,USA,45.58872,-122.5975
2118589,2015,5,15,5,WN,2168,N7714B,STL,OMA,840,837.0,-3.0,14.0,851.0,75.0,74.0,55.0,342,946.0,5.0,955,951.0,-4.0,0,0,,,,,,,Southwest Airlines Co.,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.747690000000006,-90.35999
5471480,2015,12,9,3,EV,6011,N16170,ORD,ELM,1402,1351.0,-11.0,17.0,1408.0,100.0,99.0,78.0,566,1626.0,4.0,1642,1630.0,-12.0,0,0,,,,,,,Atlantic Southeast Airlines,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
2117138,2015,5,15,5,DL,1996,N3751B,MSP,LGA,717,713.0,-4.0,16.0,729.0,162.0,170.0,130.0,1020,1039.0,24.0,1059,1103.0,4.0,0,0,,,,,,,Delta Air Lines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
3950290,2015,9,2,3,WN,1873,N772SW,DEN,OAK,1825,1821.0,-4.0,13.0,1834.0,155.0,150.0,132.0,957,1946.0,5.0,2000,1951.0,-9.0,0,0,,,,,,,Southwest Airlines Co.,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
2142643,2015,5,16,6,DL,1551,N387DA,MSP,LAS,1740,1739.0,-1.0,15.0,1754.0,199.0,193.0,172.0,1299,1846.0,6.0,1859,1852.0,-7.0,0,0,,,,,,,Delta Air Lines Inc.,MSP,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692
2852384,2015,6,28,7,EV,5257,N761ND,ATL,CHA,1835,1826.0,-9.0,13.0,1839.0,52.0,35.0,21.0,106,1900.0,1.0,1927,1901.0,-26.0,0,0,,,,,,,Atlantic Southeast Airlines,ATL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4786979,2015,10,26,1,AA,2462,N873AA,12892,11298,1200,1157.0,-3.0,16.0,1213.0,191.0,185.0,145.0,1235,1638.0,24.0,1711,1702.0,-9.0,0,0,,,,,,,American Airlines Inc.,,,,,,,
2452500,2015,6,4,4,WN,775,N7707C,STL,ATL,2130,2138.0,8.0,14.0,2152.0,105.0,84.0,63.0,484,2355.0,7.0,15,2.0,-13.0,0,0,,,,,,,Southwest Airlines Co.,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.747690000000006,-90.35999
365717,2015,1,25,7,DL,1833,N931DN,TUS,ATL,715,704.0,-11.0,19.0,723.0,206.0,193.0,169.0,1541,1212.0,5.0,1241,1217.0,-24.0,0,0,,,,,,,Delta Air Lines Inc.,TUS,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103
4107019,2015,9,13,7,WN,2442,N915WN,SNA,DEN,1030,1035.0,5.0,10.0,1045.0,130.0,128.0,112.0,846,1337.0,6.0,1340,1343.0,3.0,0,0,,,,,,,Southwest Airlines Co.,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
2673198,2015,6,18,4,EV,4434,N12157,MCI,EWR,701,655.0,-6.0,14.0,709.0,169.0,163.0,142.0,1092,1031.0,7.0,1050,1038.0,-12.0,0,0,,,,,,,Atlantic Southeast Airlines,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
2566787,2015,6,11,4,US,2043,N829AW,CLT,PBI,1820,1817.0,-3.0,9.0,1826.0,117.0,98.0,84.0,590,1950.0,5.0,2017,1955.0,-22.0,0,0,,,,,,,US Airways Inc.,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
5617367,2015,12,18,5,WN,455,N960WN,MCI,LAX,1940,1940.0,0.0,11.0,1951.0,220.0,228.0,195.0,1363,2106.0,22.0,2120,2128.0,8.0,0,0,,,,,,,Southwest Airlines Co.,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
855290,2015,2,26,4,AA,1254,N3FVAA,MIA,ORD,715,716.0,1.0,9.0,725.0,205.0,223.0,174.0,1197,919.0,40.0,940,959.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0,American Airlines Inc.,MIA,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
5209147,2015,11,22,7,DL,1350,N935DL,CHS,ATL,1130,1128.0,-2.0,10.0,1138.0,75.0,64.0,47.0,259,1225.0,7.0,1245,1232.0,-13.0,0,0,,,,,,,Delta Air Lines Inc.,CHS,Charleston International Airport/Charleston AFB,Charleston,SC,USA,32.89865,-80.04051
3612314,2015,8,13,4,WN,261,N205WN,ONT,DEN,550,549.0,-1.0,9.0,558.0,135.0,125.0,108.0,819,846.0,8.0,905,854.0,-11.0,0,0,,,,,,,Southwest Airlines Co.,ONT,Ontario International Airport,Ontario,CA,USA,34.056,-117.60118999999999
3119275,2015,7,14,2,UA,793,N814UA,LAX,IAH,2009,2241.0,152.0,15.0,2256.0,205.0,190.0,170.0,1379,346.0,5.0,134,351.0,137.0,0,0,,0.0,0.0,22.0,115.0,0.0,United Air Lines Inc.,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
